customer_id,country,city,join_date,segment,age_group,acquisition_channel
C00860,France,Lyon,2023-02-13,Regular,45-54,Paid Search
C00861,Germany,Bremen,2023-10-14,New,45-54,Referral
C00862,Netherlands,Rotterdam,2023-05-05,New,45-54,Social Media
C00863,Germany,Berlin,2023-07-31,Regular,35-44,Paid Search
C00864,Switzerland,Geneva,2023-01-13,VIP,25-34,Social Media
C00865,Belgium,Ghent,2023-03-16,Regular,25-34,Paid Search
C00866,Switzerland,Zurich,2023-02-13,New,18-24,Paid Search
C00867,Germany,Stuttgart,2023-05-28,New,18-24,Social Media
C00868,Belgium,Antwerp,2023-01-12,Regular,55+,Paid Search
C00869,Netherlands,Utrecht,2023-10-08,Regular,25-34,Organic
C00870,France,Marseille,2023-09-27,New,25-34,Organic
C00871,Austria,Vienna,2023-05-19,New,18-24,Organic
C00872,France,Marseille,2023-05-19,Regular,35-44,Organic
C00873,Germany,Munich,2023-07-17,New,45-54,Referral
C00874,Germany,Munich,2023-09-06,Churned,55+,Organic
C00875,Germany,Hamburg,2023-09-14,Churned,55+,Organic
C00876,Germany,Hamburg,2023-09-29,Regular,45-54,Email
C00877,Germany,Berlin,2023-06-27,Regular,35-44,Social Media
C00878,Netherlands,Utrecht,2023-02-01,Regular,45-54,Organic
C00879,Austria,Vienna,2023-03-19,Regular,45-54,Paid Search
C00880,Germany,Cologne,2023-07-15,Regular,55+,Paid Search
C00881,France,Paris,2023-10-21,New,35-44,Referral
C00882,Switzerland,Geneva,2023-10-05,New,25-34,Referral
C00883,Netherlands,Rotterdam,2023-06-08,Regular,55+,Paid Search
C00884,France,Paris,2023-10-17,Churned,35-44,Organic
C00885,Germany,Hamburg,2023-06-12,VIP,25-34,Organic
C00886,Switzerland,Geneva,2023-07-30,Regular,35-44,Paid Search
C00887,Netherlands,Amsterdam,2023-03-09,New,55+,Referral
C00888,Austria,Salzburg,2023-10-18,Regular,55+,Paid Search
C00889,Netherlands,Amsterdam,2023-07-03,New,45-54,Paid Search
C00890,Belgium,Ghent,2023-07-11,New,45-54,Email
C00891,Belgium,Brussels,2023-03-25,New,18-24,Email
C00892,Germany,Munich,2023-07-31,New,25-34,Paid Search
C00893,Germany,Hamburg,2023-08-13,Churned,45-54,Social Media
C00894,Belgium,Brussels,2023-08-07,Regular,18-24,Referral
C00895,France,Marseille,2023-06-10,Regular,55+,Referral
C00896,Germany,Frankfurt,2023-02-25,Regular,18-24,Paid Search
C00897,France,Marseille,2023-01-21,Regular,55+,Organic
C00898,Netherlands,Utrecht,2023-08-14,Regular,35-44,Social Media
C00899,Belgium,Brussels,2023-08-05,Regular,18-24,Referral
C00900,Germany,Bremen,2023-08-20,New,55+,Organic
C00901,Germany,Stuttgart,2023-10-27,Churned,55+,Paid Search
C00902,France,Lyon,2023-06-15,Regular,25-34,Email
C00903,Netherlands,Eindhoven,2023-02-16,Regular,25-34,Organic
C00904,Germany,Berlin,2023-08-19,Regular,18-24,Referral
C00905,France,Marseille,2023-09-19,Regular,25-34,Email
C00906,France,Paris,2023-03-29,Churned,55+,Paid Search
C00907,Germany,Stuttgart,2023-03-16,New,18-24,Email
C00908,Austria,Graz,2023-08-17,Regular,25-34,Organic
C00909,Germany,Hamburg,2023-01-02,Regular,35-44,Organic
C00910,Belgium,Antwerp,2023-09-13,Regular,18-24,Referral
C00911,Belgium,Brussels,2023-04-22,Regular,45-54,Email
C00912,France,Lyon,2023-02-10,Regular,18-24,Paid Search
C00913,Austria,Salzburg,2023-10-13,VIP,25-34,Organic
C00914,Germany,Hamburg,2023-01-29,Regular,18-24,Paid Search
C00915,Germany,Cologne,2023-10-23,VIP,35-44,Social Media
C00916,Germany,Berlin,2023-02-25,Regular,25-34,Paid Search
C00917,Austria,Salzburg,2023-10-21,VIP,25-34,Email
C00918,Switzerland,Zurich,2023-02-17,VIP,35-44,Social Media
C00919,France,Paris,2023-08-07,VIP,18-24,Social Media
C00920,Belgium,Brussels,2023-03-04,Regular,35-44,Social Media
C00921,France,Marseille,2023-04-18,Regular,55+,Organic
C00922,Germany,Frankfurt,2023-09-28,Churned,45-54,Referral
C00923,Austria,Graz,2023-06-12,Regular,55+,Referral
C00924,Switzerland,Zurich,2023-10-16,Regular,45-54,Email
C00925,Germany,Frankfurt,2023-04-30,VIP,25-34,Organic
C00926,Germany,Berlin,2023-08-27,Regular,18-24,Paid Search
C00927,France,Lyon,2023-01-24,Regular,55+,Paid Search
C00928,Germany,Cologne,2023-04-14,Regular,35-44,Organic
C00929,Austria,Graz,2023-09-17,Regular,18-24,Organic
C00930,Switzerland,Geneva,2023-07-22,VIP,55+,Organic
C00931,Germany,Hamburg,2023-06-19,VIP,45-54,Email
C00932,Germany,Cologne,2023-03-11,Regular,45-54,Referral
C00933,Switzerland,Geneva,2023-07-31,Churned,18-24,Referral
C00934,Austria,Salzburg,2023-06-11,Regular,18-24,Paid Search
C00935,Switzerland,Geneva,2023-02-03,Churned,35-44,Organic
C00936,Switzerland,Geneva,2023-10-01,VIP,55+,Referral
C00937,France,Paris,2023-03-01,Churned,35-44,Social Media
C00938,Germany,Munich,2023-07-31,New,25-34,Social Media
C00939,Belgium,Antwerp,2023-04-21,Regular,25-34,Organic
C00940,Switzerland,Zurich,2023-04-14,Churned,45-54,Referral
C00941,Germany,Stuttgart,2023-09-05,Churned,25-34,Paid Search
C00942,Switzerland,Geneva,2023-09-26,Regular,35-44,Paid Search
C00943,Germany,Stuttgart,2023-09-22,Regular,25-34,Paid Search
C00944,Germany,Bremen,2023-07-18,VIP,55+,Organic
C00945,Germany,Munich,2023-01-23,Regular,55+,Organic
C00946,Switzerland,Geneva,2023-01-24,New,35-44,Organic
C00947,Austria,Salzburg,2023-04-18,Regular,25-34,Social Media
C00948,Austria,Salzburg,2023-06-13,VIP,18-24,Social Media
C00949,Germany,Hamburg,2023-05-21,New,55+,Referral
C00950,Germany,Hamburg,2023-10-05,Regular,35-44,Social Media
C00951,Germany,Cologne,2023-05-26,Regular,25-34,Organic
C00952,Austria,Salzburg,2023-06-23,Regular,18-24,Paid Search
C00953,Germany,Bremen,2023-01-26,New,18-24,Organic
C00954,France,Lyon,2023-04-02,VIP,55+,Email
C00955,Switzerland,Geneva,2023-06-20,VIP,55+,Organic
C00956,Belgium,Ghent,2023-03-09,New,45-54,Organic
C00957,Belgium,Antwerp,2023-08-27,Regular,25-34,Paid Search
C00958,Austria,Graz,2023-07-20,New,35-44,Social Media
C00959,Belgium,Antwerp,2023-01-16,New,18-24,Social Media
C00960,Belgium,Antwerp,2023-03-29,Regular,35-44,Referral
C00961,Germany,Frankfurt,2023-02-22,Regular,18-24,Social Media
C00962,Germany,Stuttgart,2023-06-04,Regular,45-54,Referral
C00963,France,Paris,2023-05-05,Regular,45-54,Email
C00964,Germany,Munich,2023-04-17,VIP,55+,Email
C00965,France,Marseille,2023-06-25,Regular,25-34,Paid Search
C00966,Germany,Cologne,2023-10-21,VIP,18-24,Referral
C00967,Belgium,Antwerp,2023-10-12,New,45-54,Paid Search
C00968,Austria,Graz,2023-02-05,Regular,55+,Email
C00969,Switzerland,Geneva,2023-02-01,New,25-34,Referral
C00970,Germany,Stuttgart,2023-03-17,Regular,45-54,Referral
C00971,Austria,Graz,2023-10-23,Regular,25-34,Social Media
C00972,Austria,Salzburg,2023-06-05,Churned,45-54,Social Media
C00973,Germany,Frankfurt,2023-01-05,Regular,55+,Email
C00974,Germany,Stuttgart,2023-05-31,New,55+,Organic
C00975,Germany,Cologne,2023-10-14,VIP,35-44,Organic
C00976,Austria,Vienna,2023-05-01,Regular,55+,Email
C00977,Switzerland,Basel,2023-07-15,Regular,45-54,Referral
C00978,Netherlands,Rotterdam,2023-09-01,New,55+,Email
C00979,Switzerland,Geneva,2023-03-20,Regular,25-34,Paid Search
C00980,Germany,Berlin,2023-01-09,New,45-54,Email
C00981,Germany,Berlin,2023-03-12,Regular,45-54,Email
C00982,France,Marseille,2023-04-03,Regular,45-54,Referral
C00983,Belgium,Antwerp,2023-07-01,New,45-54,Referral
C00984,Germany,Frankfurt,2023-09-13,VIP,25-34,Referral
C00985,Austria,Graz,2023-10-07,Regular,18-24,Organic
C00986,Belgium,Ghent,2023-07-08,New,45-54,Organic
C00987,Germany,Cologne,2023-09-27,Churned,35-44,Email
C00988,Germany,Frankfurt,2023-02-15,New,18-24,Referral
C00989,Austria,Salzburg,2023-01-28,Churned,55+,Organic
C00990,Belgium,Antwerp,2023-09-20,Churned,55+,Social Media
C00991,France,Lyon,2023-05-31,Regular,18-24,Referral
C00992,Austria,Salzburg,2023-10-16,Regular,45-54,Referral
C00993,Germany,Frankfurt,2023-01-27,Regular,35-44,Referral
C00994,Germany,Munich,2023-09-06,New,55+,Organic
C00995,Austria,Graz,2023-03-09,Regular,35-44,Social Media
C00996,Germany,Cologne,2023-02-27,Regular,55+,Paid Search
C00997,Belgium,Antwerp,2023-03-31,Regular,25-34,Email
C00998,Germany,Stuttgart,2023-09-28,Churned,35-44,Organic
C00999,Germany,Frankfurt,2023-03-20,VIP,45-54,Email
C01000,Netherlands,Eindhoven,2023-03-27,New,35-44,Organic
C01001,Austria,Vienna,2023-01-27,New,45-54,Email
C01002,Austria,Graz,2023-09-30,New,45-54,Email
C01003,Austria,Vienna,2023-09-29,Churned,18-24,Social Media
C01004,Belgium,Antwerp,2023-06-11,Churned,18-24,Organic
C01005,Switzerland,Geneva,2023-05-20,Regular,35-44,Organic
C01006,Austria,Salzburg,2023-10-27,Regular,25-34,Referral
C01007,Netherlands,Utrecht,2023-04-03,Regular,18-24,Organic
C01008,Germany,Berlin,2023-07-30,New,18-24,Email
C01009,Switzerland,Zurich,2023-05-26,Regular,18-24,Organic
C01010,Germany,Berlin,2023-04-22,Churned,18-24,Organic
C01011,Germany,Stuttgart,2023-03-08,Regular,55+,Paid Search
C01012,Germany,Cologne,2023-04-05,Regular,45-54,Organic
C01013,Belgium,Antwerp,2023-08-07,Regular,35-44,Social Media
C01014,Germany,Stuttgart,2023-02-07,Regular,18-24,Email
C01015,France,Lyon,2023-01-31,Regular,35-44,Paid Search
C01016,Belgium,Brussels,2023-09-09,Churned,25-34,Referral
C01017,France,Paris,2023-09-09,New,55+,Email
C01018,Netherlands,Amsterdam,2023-08-15,VIP,18-24,Organic
C01019,Germany,Berlin,2023-10-20,VIP,45-54,Organic
C01020,Belgium,Brussels,2023-01-01,Churned,45-54,Social Media
C01021,Germany,Cologne,2023-06-18,Churned,55+,Organic
C01022,Belgium,Antwerp,2023-08-12,Regular,18-24,Referral
C01023,Netherlands,Amsterdam,2023-07-16,Churned,45-54,Organic
C01024,Switzerland,Geneva,2023-06-05,Regular,18-24,Social Media
C01025,Switzerland,Zurich,2023-08-24,VIP,35-44,Paid Search
C01026,Germany,Frankfurt,2023-01-21,Churned,25-34,Social Media
C01027,France,Paris,2023-07-03,Regular,45-54,Paid Search
C01028,Germany,Berlin,2023-04-09,New,55+,Paid Search
C01029,Belgium,Antwerp,2023-02-02,VIP,35-44,Email
C01030,Belgium,Brussels,2023-01-19,Regular,35-44,Organic
C01031,France,Paris,2023-04-19,VIP,55+,Email
C01032,Germany,Cologne,2023-10-24,New,18-24,Organic
C01033,Germany,Bremen,2023-01-10,Regular,55+,Organic
C01034,Netherlands,Rotterdam,2023-01-08,New,18-24,Social Media
C01035,Germany,Bremen,2023-03-29,VIP,18-24,Organic
C01036,Germany,Bremen,2023-04-23,New,25-34,Email
C01037,Switzerland,Basel,2023-07-25,Regular,55+,Referral
C01038,Germany,Munich,2023-04-20,VIP,55+,Paid Search
C01039,Switzerland,Zurich,2023-03-03,Regular,45-54,Paid Search
C01040,Switzerland,Basel,2023-03-26,Regular,55+,Organic
C01041,Germany,Berlin,2023-07-12,VIP,18-24,Email
C01042,Germany,Berlin,2023-01-04,New,18-24,Referral
C01043,Austria,Graz,2023-09-01,Regular,25-34,Paid Search
C01044,Austria,Salzburg,2023-08-19,Regular,25-34,Referral
C01045,Germany,Frankfurt,2023-04-03,VIP,55+,Organic
C01046,Austria,Graz,2023-08-03,New,25-34,Paid Search
C01047,Germany,Frankfurt,2023-02-18,Regular,55+,Referral
C01048,Netherlands,Eindhoven,2023-04-17,Regular,25-34,Organic
C01049,Germany,Cologne,2023-08-31,Regular,25-34,Organic
C01050,Germany,Cologne,2023-07-06,Regular,45-54,Social Media
C01051,Switzerland,Basel,2023-08-21,New,18-24,Referral
C01052,Germany,Hamburg,2023-01-15,Regular,18-24,Organic
C01053,Netherlands,Eindhoven,2023-10-24,Regular,25-34,Social Media
C01054,Netherlands,Amsterdam,2023-06-16,New,25-34,Email
C01055,Netherlands,Eindhoven,2023-04-23,New,55+,Email
C01056,Germany,Bremen,2023-03-16,New,55+,Email
C01057,Germany,Bremen,2023-07-11,New,25-34,Social Media
C01058,Austria,Vienna,2023-06-21,New,55+,Organic
C01059,Austria,Vienna,2023-02-26,Churned,45-54,Email
C01060,Germany,Stuttgart,2023-06-25,New,35-44,Referral
C01061,Germany,Stuttgart,2023-03-29,Regular,55+,Paid Search
C01062,Germany,Bremen,2023-09-25,Regular,25-34,Referral
C01063,Belgium,Antwerp,2023-05-23,New,45-54,Paid Search
C01064,Netherlands,Utrecht,2023-08-11,Regular,55+,Paid Search
C01065,Germany,Bremen,2023-01-23,New,45-54,Referral
C01066,Germany,Bremen,2023-09-29,Regular,18-24,Email
C01067,Belgium,Brussels,2023-02-12,Regular,18-24,Email
C01068,Netherlands,Rotterdam,2023-07-03,Regular,18-24,Organic
C01069,Belgium,Ghent,2023-06-06,New,45-54,Referral
C01070,Germany,Bremen,2023-08-26,VIP,45-54,Paid Search
C01071,Switzerland,Basel,2023-08-26,VIP,18-24,Organic
C01072,France,Marseille,2023-06-20,Regular,35-44,Email
C01073,Austria,Salzburg,2023-10-05,Regular,25-34,Organic
C01074,Switzerland,Basel,2023-01-29,Regular,35-44,Organic
C01075,Germany,Bremen,2023-07-07,Regular,18-24,Social Media
C01076,Switzerland,Zurich,2023-10-14,VIP,55+,Paid Search
C01077,Germany,Munich,2023-05-03,Regular,45-54,Referral
C01078,Netherlands,Rotterdam,2023-06-14,Regular,35-44,Referral
C01079,France,Lyon,2023-01-28,New,35-44,Email
C01080,Belgium,Ghent,2023-09-27,VIP,45-54,Referral
C01081,Austria,Graz,2023-07-08,VIP,18-24,Paid Search
C01082,Belgium,Brussels,2023-02-11,Regular,25-34,Social Media
C01083,Germany,Berlin,2023-03-26,Regular,25-34,Email
C01084,Germany,Stuttgart,2023-04-15,Regular,18-24,Social Media
C01085,France,Marseille,2023-10-05,Churned,45-54,Social Media
C01086,France,Lyon,2023-01-11,Regular,18-24,Organic
C01087,Netherlands,Utrecht,2023-07-30,Regular,35-44,Email
C01088,Belgium,Antwerp,2023-06-05,Regular,35-44,Paid Search
C01089,Austria,Vienna,2023-09-05,Regular,35-44,Organic
C01090,Germany,Munich,2023-05-26,Regular,25-34,Referral
C01091,Germany,Cologne,2023-10-02,Regular,25-34,Paid Search
C01092,Germany,Hamburg,2023-03-01,New,35-44,Referral
C01093,Germany,Bremen,2023-05-14,Regular,25-34,Referral
C01094,Germany,Cologne,2023-06-12,Churned,25-34,Social Media
C01095,Belgium,Ghent,2023-03-25,Regular,18-24,Organic
C01096,France,Lyon,2023-03-16,Churned,35-44,Paid Search
C01097,Germany,Cologne,2023-10-07,Churned,35-44,Social Media
C01098,Belgium,Antwerp,2023-10-21,Regular,55+,Email
C01099,Switzerland,Basel,2023-02-27,VIP,18-24,Paid Search
C01100,Germany,Munich,2023-01-13,Regular,25-34,Email
C01101,Switzerland,Zurich,2023-06-17,New,25-34,Referral
C01102,Netherlands,Utrecht,2023-04-11,New,55+,Email
C01103,Germany,Frankfurt,2023-07-21,New,35-44,Referral
C01104,Germany,Cologne,2023-07-04,Regular,45-54,Social Media
C01105,France,Lyon,2023-01-07,Regular,35-44,Social Media
C01106,Belgium,Ghent,2023-02-14,New,45-54,Email
C01107,Belgium,Antwerp,2023-03-25,VIP,45-54,Email
C01108,Germany,Stuttgart,2023-10-28,Regular,25-34,Paid Search
C01109,Austria,Graz,2023-09-26,Churned,18-24,Referral
C01110,France,Paris,2023-01-04,Regular,35-44,Email
C01111,Germany,Frankfurt,2023-08-25,VIP,25-34,Paid Search
C01112,Germany,Stuttgart,2023-07-15,Regular,45-54,Organic
C01113,Austria,Salzburg,2023-06-05,Regular,45-54,Paid Search
C01114,Germany,Stuttgart,2023-01-02,New,35-44,Email
C01115,Germany,Cologne,2023-05-28,Regular,45-54,Paid Search
C01116,Germany,Berlin,2023-05-22,Regular,18-24,Referral
C01117,Switzerland,Basel,2023-09-04,Regular,35-44,Email
C01118,Germany,Munich,2023-09-20,VIP,18-24,Social Media
C01119,Germany,Frankfurt,2023-01-30,New,45-54,Paid Search
C01120,Switzerland,Zurich,2023-01-28,Regular,45-54,Social Media
C01121,Germany,Munich,2023-05-30,Regular,18-24,Referral
C01122,Netherlands,Rotterdam,2023-02-18,Regular,25-34,Referral
C01123,Switzerland,Geneva,2023-06-04,Regular,35-44,Organic
C01124,Switzerland,Zurich,2023-01-07,New,35-44,Social Media
C01125,Belgium,Antwerp,2023-06-24,Churned,25-34,Organic
C01126,Netherlands,Rotterdam,2023-09-15,New,25-34,Referral
C01127,Germany,Bremen,2023-08-24,Churned,18-24,Paid Search
C01128,Germany,Bremen,2023-06-28,Regular,35-44,Paid Search
C01129,Belgium,Ghent,2023-09-25,VIP,35-44,Paid Search
C01130,Austria,Vienna,2023-03-02,New,25-34,Paid Search
C01131,Austria,Vienna,2023-04-18,New,18-24,Email
C01132,Germany,Berlin,2023-01-10,VIP,45-54,Organic
C01133,Netherlands,Amsterdam,2023-01-17,VIP,55+,Referral
C01134,Germany,Bremen,2023-03-02,Churned,18-24,Organic
C01135,Austria,Salzburg,2023-01-06,VIP,18-24,Referral
C01136,Netherlands,Rotterdam,2023-04-05,Regular,18-24,Organic
C01137,Germany,Stuttgart,2023-05-23,Churned,35-44,Social Media
C01138,Germany,Stuttgart,2023-09-14,VIP,55+,Paid Search
C01139,Germany,Berlin,2023-10-24,VIP,55+,Paid Search
C01140,Netherlands,Utrecht,2023-03-29,Churned,55+,Organic
C01141,Germany,Hamburg,2023-09-16,Churned,45-54,Social Media
C01142,Germany,Bremen,2023-02-24,New,35-44,Email
C01143,France,Paris,2023-09-21,New,18-24,Social Media
C01144,Germany,Bremen,2023-02-26,Regular,45-54,Social Media
C01145,Austria,Salzburg,2023-01-21,New,45-54,Organic
C01146,France,Lyon,2023-08-22,Regular,35-44,Email
C01147,Netherlands,Eindhoven,2023-05-29,Churned,45-54,Paid Search
C01148,Germany,Stuttgart,2023-09-01,Churned,35-44,Paid Search
C01149,Germany,Cologne,2023-09-09,Regular,45-54,Email
C01150,Germany,Berlin,2023-03-15,Regular,55+,Organic
C01151,Germany,Berlin,2023-07-06,Churned,35-44,Paid Search
C01152,France,Paris,2023-04-30,VIP,45-54,Social Media
C01153,Austria,Salzburg,2023-07-24,Regular,55+,Email
C01154,Belgium,Ghent,2023-05-23,New,45-54,Organic
C01155,Germany,Munich,2023-09-08,Regular,25-34,Organic
C01156,Germany,Cologne,2023-01-28,VIP,45-54,Organic
C01157,Germany,Bremen,2023-06-17,New,55+,Referral
C01158,Germany,Stuttgart,2023-02-09,Regular,55+,Email
C01159,Belgium,Brussels,2023-05-31,Regular,45-54,Referral
C01160,Austria,Salzburg,2023-06-25,VIP,55+,Referral
C01161,Germany,Stuttgart,2023-01-17,Churned,18-24,Email
C01162,Belgium,Antwerp,2023-07-12,Regular,18-24,Organic
C01163,Germany,Frankfurt,2023-06-05,Churned,25-34,Email
C01164,France,Paris,2023-06-09,VIP,45-54,Organic
C01165,Belgium,Ghent,2023-10-11,Regular,55+,Email
C01166,Belgium,Ghent,2023-03-22,Regular,45-54,Social Media
C01167,Belgium,Ghent,2023-07-13,Regular,35-44,Social Media
C01168,Switzerland,Zurich,2023-01-15,Regular,25-34,Social Media
C01169,Switzerland,Basel,2023-10-26,New,35-44,Email
C01170,Germany,Bremen,2023-06-26,Churned,45-54,Social Media
C01171,Germany,Cologne,2023-05-06,New,35-44,Referral
C01172,Germany,Cologne,2023-02-03,Churned,18-24,Social Media
C01173,Germany,Berlin,2023-10-03,Regular,45-54,Email
C01174,France,Lyon,2023-01-11,Regular,55+,Organic
C01175,Switzerland,Geneva,2023-10-20,Regular,55+,Organic
C01176,Belgium,Brussels,2023-04-16,Regular,55+,Social Media
C01177,Germany,Frankfurt,2023-06-03,Regular,45-54,Paid Search
C01178,Belgium,Ghent,2023-02-08,VIP,55+,Paid Search
C01179,Austria,Graz,2023-01-25,Regular,55+,Email
C01180,Netherlands,Amsterdam,2023-10-24,New,35-44,Social Media
C01181,Germany,Frankfurt,2023-09-29,Regular,25-34,Social Media
C01182,Germany,Cologne,2023-06-04,Regular,35-44,Email
C01183,Switzerland,Zurich,2023-08-01,Regular,55+,Referral
C01184,Belgium,Ghent,2023-10-08,New,18-24,Referral
C01185,Germany,Frankfurt,2023-09-13,New,45-54,Social Media
C01186,France,Marseille,2023-01-31,Regular,35-44,Email
C01187,Germany,Hamburg,2023-03-19,VIP,35-44,Email
C01188,France,Lyon,2023-02-02,Regular,45-54,Social Media
C01189,Austria,Salzburg,2023-03-24,Regular,55+,Paid Search
C01190,France,Paris,2023-02-28,New,18-24,Paid Search
C01191,Austria,Graz,2023-09-06,Regular,45-54,Email
C01192,Germany,Hamburg,2023-03-23,Regular,18-24,Social Media
C01193,Austria,Salzburg,2023-10-09,New,18-24,Email
C01194,Germany,Berlin,2023-02-12,Regular,35-44,Organic
C01195,France,Lyon,2023-02-16,Regular,25-34,Paid Search
C01196,Germany,Frankfurt,2023-09-14,Churned,55+,Referral
C01197,Austria,Graz,2023-02-16,New,18-24,Social Media
C01198,Switzerland,Basel,2023-07-19,VIP,25-34,Email
C01199,Netherlands,Rotterdam,2023-02-24,New,35-44,Email
C01200,France,Lyon,2023-01-29,Regular,35-44,Organic
C01201,Switzerland,Basel,2023-08-05,Regular,25-34,Social Media
C01202,Germany,Munich,2023-09-01,VIP,35-44,Organic
C01203,Germany,Stuttgart,2023-01-28,Regular,25-34,Social Media
C01204,France,Lyon,2023-07-05,Churned,18-24,Referral
C01205,Netherlands,Eindhoven,2023-07-18,New,45-54,Social Media
C01206,Austria,Vienna,2023-05-01,Regular,25-34,Email
C01207,Switzerland,Basel,2023-07-28,VIP,35-44,Organic
C01208,Belgium,Antwerp,2023-07-31,Churned,35-44,Email
C01209,Germany,Stuttgart,2023-03-24,Regular,55+,Organic
C01210,Switzerland,Geneva,2023-10-08,VIP,45-54,Organic
C01211,Germany,Cologne,2023-04-05,Regular,25-34,Organic
C01212,France,Paris,2023-06-06,Regular,18-24,Organic
C01213,Germany,Hamburg,2023-09-22,VIP,25-34,Referral
C01214,France,Lyon,2023-08-20,Regular,25-34,Social Media
C01215,Germany,Cologne,2023-06-17,VIP,25-34,Organic
C01216,France,Lyon,2023-04-04,Regular,45-54,Referral
C01217,Netherlands,Amsterdam,2023-01-12,Churned,55+,Paid Search
C01218,Germany,Bremen,2023-04-12,Regular,25-34,Organic
C01219,France,Marseille,2023-08-08,Regular,25-34,Organic
C01220,Switzerland,Zurich,2023-10-18,New,55+,Email
C01221,Belgium,Ghent,2023-09-11,New,25-34,Paid Search
C01222,Austria,Graz,2023-09-11,Regular,45-54,Paid Search
C01223,Netherlands,Utrecht,2023-04-07,Regular,45-54,Paid Search
C01224,Germany,Munich,2023-05-15,New,45-54,Paid Search
C01225,Switzerland,Basel,2023-08-23,New,45-54,Paid Search
C01226,Switzerland,Basel,2023-07-23,Regular,45-54,Email
C01227,Austria,Vienna,2023-02-18,Regular,18-24,Social Media
C01228,Netherlands,Eindhoven,2023-07-01,Churned,55+,Organic
C01229,Germany,Munich,2023-09-16,Regular,35-44,Email
C01230,Switzerland,Zurich,2023-10-14,New,25-34,Social Media
C01231,Germany,Frankfurt,2023-09-10,Churned,45-54,Paid Search
C01232,Germany,Munich,2023-09-29,Regular,35-44,Organic
C01233,Switzerland,Zurich,2023-03-07,Regular,35-44,Social Media
C01234,France,Lyon,2023-05-15,Regular,35-44,Referral
C01235,Switzerland,Geneva,2023-03-26,Regular,45-54,Paid Search
C01236,Belgium,Brussels,2023-04-07,New,25-34,Paid Search
C01237,Germany,Bremen,2023-05-14,New,45-54,Email
C01238,Germany,Bremen,2023-01-21,Regular,55+,Email
C01239,Belgium,Antwerp,2023-02-27,VIP,25-34,Organic
C01240,Switzerland,Zurich,2023-04-15,Churned,25-34,Paid Search
C01241,Austria,Salzburg,2023-10-27,New,18-24,Referral
C01242,Germany,Bremen,2023-02-09,New,45-54,Organic
C01243,Switzerland,Zurich,2023-05-26,Regular,18-24,Email
C01244,Switzerland,Basel,2023-02-24,VIP,25-34,Organic
C01245,Germany,Bremen,2023-09-03,Regular,35-44,Referral
C01246,Germany,Munich,2023-01-23,Regular,45-54,Social Media
C01247,Germany,Hamburg,2023-01-25,VIP,35-44,Social Media
C01248,Germany,Cologne,2023-02-06,Regular,55+,Email
C01249,Germany,Bremen,2023-05-11,New,45-54,Organic
C01250,Germany,Stuttgart,2023-04-17,New,45-54,Social Media
C01251,Germany,Berlin,2023-06-02,Regular,45-54,Social Media
C01252,Germany,Munich,2023-02-19,VIP,55+,Paid Search
C01253,Belgium,Antwerp,2023-07-18,Regular,55+,Referral
C01254,France,Paris,2023-08-05,VIP,55+,Paid Search
C01255,France,Marseille,2023-08-07,New,55+,Social Media
C01256,Belgium,Ghent,2023-04-25,Regular,25-34,Email
C01257,Germany,Munich,2023-08-28,Regular,45-54,Social Media
C01258,Germany,Hamburg,2023-06-03,VIP,55+,Email
C01259,Austria,Salzburg,2023-01-25,Regular,18-24,Referral
C01260,Germany,Frankfurt,2023-08-06,Regular,45-54,Referral
C01261,Austria,Graz,2023-05-11,Regular,55+,Organic
C01262,Germany,Cologne,2023-08-25,New,25-34,Email
C01263,Germany,Berlin,2023-08-02,Churned,35-44,Social Media
C01264,Belgium,Ghent,2023-08-19,Regular,35-44,Social Media
C01265,Germany,Hamburg,2023-04-05,New,55+,Social Media
C01266,Germany,Bremen,2023-10-01,New,45-54,Organic
C01267,Germany,Hamburg,2023-09-02,Regular,45-54,Referral
C01268,Belgium,Antwerp,2023-07-04,Regular,45-54,Social Media
C01269,Germany,Hamburg,2023-03-11,New,18-24,Organic
C01270,Netherlands,Amsterdam,2023-04-18,Regular,25-34,Paid Search
C01271,France,Marseille,2023-10-03,New,35-44,Email
C01272,Germany,Bremen,2023-08-05,New,25-34,Paid Search
C01273,Belgium,Antwerp,2023-08-30,New,45-54,Referral
C01274,Netherlands,Rotterdam,2023-05-31,Regular,45-54,Organic
C01275,Switzerland,Zurich,2023-02-22,Regular,45-54,Email
C01276,Belgium,Ghent,2023-10-24,Regular,55+,Social Media
C01277,Germany,Bremen,2023-07-24,Regular,55+,Referral
C01278,Belgium,Brussels,2023-02-01,Regular,45-54,Referral
C01279,Switzerland,Basel,2023-02-02,Regular,45-54,Email
C01280,Germany,Bremen,2023-06-27,Regular,45-54,Organic
C01281,Germany,Munich,2023-04-09,Regular,45-54,Paid Search
C01282,Netherlands,Utrecht,2023-08-28,New,35-44,Email
C01283,France,Marseille,2023-07-04,VIP,25-34,Referral
C01284,Netherlands,Utrecht,2023-02-14,Regular,25-34,Paid Search
C01285,Netherlands,Rotterdam,2023-09-09,New,45-54,Email
C01286,Austria,Vienna,2023-04-18,Regular,18-24,Social Media
C01287,Austria,Graz,2023-03-23,New,55+,Organic
C01288,Germany,Munich,2023-08-09,New,25-34,Organic
C01289,Netherlands,Eindhoven,2023-05-13,Churned,35-44,Organic
C01290,Austria,Vienna,2023-09-21,Regular,18-24,Organic
