order_id,customer_id,order_date,order_month,quarter,status,channel,order_total,country,segment
ORD002839,C01821,2023-03-31,2023-03,Q1,Completed,Marketplace,116.73,Germany,Regular
ORD002840,C00278,2023-04-02,2023-04,Q2,Completed,Mobile App,220.95,France,VIP
ORD002841,C01351,2023-05-10,2023-05,Q2,Completed,Phone,131.67,France,New
ORD002842,C00560,2023-08-29,2023-08,Q3,Completed,Marketplace,40.46,France,Regular
ORD002843,C00388,2023-03-17,2023-03,Q1,Completed,Marketplace,37.54,Netherlands,New
ORD002844,C00434,2023-07-31,2023-07,Q3,Completed,Mobile App,147.52,France,VIP
ORD002845,C01900,2023-09-03,2023-09,Q3,Completed,Website,248.29,Austria,Regular
ORD002846,C01139,2023-09-29,2023-09,Q3,Returned,Website,570.85,Germany,VIP
ORD002847,C00701,2023-02-06,2023-02,Q1,Completed,Marketplace,469.59,Belgium,VIP
ORD002848,C00342,2023-12-01,2023-12,Q4,Completed,Phone,149.06,France,New
ORD002849,C01406,2023-07-23,2023-07,Q3,Completed,Marketplace,601.4,Belgium,VIP
ORD002850,C00966,2023-02-03,2023-02,Q1,Completed,Phone,25.19,Germany,VIP
ORD002851,C01599,2023-02-01,2023-02,Q1,Completed,Website,149.83,Germany,Regular
ORD002852,C00098,2023-05-09,2023-05,Q2,Completed,Mobile App,1228.08,Germany,Regular
ORD002853,C01248,2023-12-05,2023-12,Q4,Completed,Marketplace,71.33,Germany,Regular
ORD002854,C01406,2023-11-17,2023-11,Q4,Completed,Marketplace,883.87,Belgium,VIP
ORD002855,C00249,2023-06-02,2023-06,Q2,Completed,Website,937.58,France,Regular
ORD002856,C01779,2023-11-23,2023-11,Q4,Completed,Website,99.04,Belgium,VIP
ORD002857,C00451,2023-10-20,2023-10,Q4,Completed,Marketplace,820.03,Germany,VIP
ORD002858,C00329,2023-11-01,2023-11,Q4,Cancelled,Mobile App,507.63,Switzerland,Regular
ORD002859,C01618,2023-04-04,2023-04,Q2,Completed,Marketplace,1297.57,Germany,VIP
ORD002860,C00129,2023-02-04,2023-02,Q1,Completed,Marketplace,54.89,Belgium,Regular
ORD002861,C01454,2023-12-11,2023-12,Q4,Cancelled,Mobile App,737.02,Switzerland,New
ORD002862,C01398,2023-07-26,2023-07,Q3,Completed,Mobile App,83.9,Netherlands,VIP
ORD002863,C01813,2023-11-19,2023-11,Q4,Completed,Marketplace,1941.6,Austria,New
ORD002864,C01731,2023-05-25,2023-05,Q2,Completed,Marketplace,54.29,Netherlands,VIP
ORD002865,C01064,2023-02-25,2023-02,Q1,Completed,Mobile App,982.53,Netherlands,Regular
ORD002866,C00469,2023-05-03,2023-05,Q2,Completed,Marketplace,42.27,France,New
ORD002867,C00949,2023-05-28,2023-05,Q2,Completed,Website,99.63,Germany,New
ORD002868,C00927,2023-01-31,2023-01,Q1,Completed,Marketplace,765.82,France,Regular
ORD002869,C01512,2023-12-15,2023-12,Q4,Cancelled,Website,32.91,Germany,VIP
ORD002870,C00999,2023-05-02,2023-05,Q2,Completed,Phone,354.49,Germany,VIP
ORD002871,C00833,2023-11-25,2023-11,Q4,Completed,Phone,162.2,Germany,New
ORD002872,C01031,2023-08-06,2023-08,Q3,Completed,Mobile App,1040.63,France,VIP
ORD002873,C00112,2023-04-22,2023-04,Q2,Completed,Website,100.09,France,New
ORD002874,C01163,2023-06-07,2023-06,Q2,Completed,Marketplace,462.71,Germany,Churned
ORD002875,C01670,2023-05-26,2023-05,Q2,Cancelled,Mobile App,2560.19,Germany,Regular
ORD002876,C00431,2023-12-01,2023-12,Q4,Completed,Phone,845.41,Germany,Regular
ORD002877,C00265,2023-11-14,2023-11,Q4,Completed,Marketplace,366.84,Germany,Regular
ORD002878,C00780,2023-11-07,2023-11,Q4,Completed,Mobile App,179.61,Austria,Regular
ORD002879,C00457,2023-02-12,2023-02,Q1,Completed,Phone,232.56,France,Regular
ORD002880,C01647,2023-07-23,2023-07,Q3,Completed,Marketplace,149.06,Netherlands,Regular
ORD002881,C00919,2023-11-23,2023-11,Q4,Completed,Marketplace,232.55,France,VIP
ORD002882,C00678,2023-06-15,2023-06,Q2,Completed,Website,282.77,Netherlands,New
ORD002883,C01014,2023-12-12,2023-12,Q4,Completed,Marketplace,228.24,Germany,Regular
ORD002884,C01318,2023-03-11,2023-03,Q1,Completed,Mobile App,123.48,Netherlands,Regular
ORD002885,C01562,2023-10-30,2023-10,Q4,Completed,Website,135.51,Switzerland,New
ORD002886,C00619,2023-12-27,2023-12,Q4,Completed,Phone,169.03,Austria,Regular
ORD002887,C00364,2023-01-31,2023-01,Q1,Completed,Mobile App,98.82,Netherlands,New
ORD002888,C00828,2023-10-16,2023-10,Q4,Cancelled,Mobile App,1307.51,Switzerland,VIP
ORD002889,C00025,2023-10-15,2023-10,Q4,Completed,Phone,121.44,Germany,Regular
ORD002890,C01972,2023-01-24,2023-01,Q1,Completed,Website,435.07,France,Regular
ORD002891,C00095,2023-10-25,2023-10,Q4,Completed,Phone,760.86,Netherlands,Regular
ORD002892,C00471,2023-10-08,2023-10,Q4,Completed,Website,54.29,Germany,VIP
ORD002893,C01245,2023-02-06,2023-02,Q1,Completed,Mobile App,47.49,Germany,Regular
ORD002894,C01559,2023-12-25,2023-12,Q4,Completed,Marketplace,41.2,Belgium,New
ORD002895,C01600,2023-03-11,2023-03,Q1,Completed,Marketplace,592.73,Switzerland,VIP
ORD002896,C00913,2023-06-08,2023-06,Q2,Completed,Mobile App,387.25,Austria,VIP
ORD002897,C00902,2023-02-05,2023-02,Q1,Completed,Mobile App,72.36,France,Regular
ORD002898,C00639,2023-01-13,2023-01,Q1,Completed,Marketplace,184.02,Germany,VIP
ORD002899,C01958,2023-01-23,2023-01,Q1,Completed,Marketplace,740.38,Germany,VIP
ORD002900,C01314,2023-06-03,2023-06,Q2,Returned,Website,34.68,Netherlands,Regular
ORD002901,C00273,2023-11-27,2023-11,Q4,Completed,Website,219.12,France,VIP
ORD002902,C00818,2023-07-20,2023-07,Q3,Completed,Mobile App,32.82,Switzerland,VIP
ORD002903,C00625,2023-03-28,2023-03,Q1,Cancelled,Website,686.75,France,VIP
ORD002904,C01256,2023-12-22,2023-12,Q4,Cancelled,Marketplace,146.73,Belgium,Regular
ORD002905,C01363,2023-11-07,2023-11,Q4,Completed,Website,57.78,Belgium,Regular
ORD002906,C01424,2023-03-19,2023-03,Q1,Completed,Mobile App,472.24,Germany,Regular
ORD002907,C01455,2023-12-28,2023-12,Q4,Completed,Marketplace,89.25,Germany,New
ORD002908,C01559,2023-10-23,2023-10,Q4,Completed,Marketplace,36.96,Belgium,New
ORD002909,C00505,2023-09-28,2023-09,Q3,Completed,Mobile App,1296.54,Germany,VIP
ORD002910,C01374,2023-01-03,2023-01,Q1,Cancelled,Phone,65.86,Belgium,Regular
ORD002911,C01673,2023-08-09,2023-08,Q3,Completed,Marketplace,68.83,Germany,VIP
ORD002912,C00493,2023-11-19,2023-11,Q4,Completed,Website,1234.04,Germany,VIP
ORD002913,C01437,2023-08-13,2023-08,Q3,Completed,Phone,1116.53,France,New
ORD002914,C01563,2023-04-27,2023-04,Q2,Completed,Phone,225.59,Belgium,VIP
ORD002915,C01685,2023-02-08,2023-02,Q1,Completed,Mobile App,368.55,Germany,Regular
ORD002916,C00682,2023-07-23,2023-07,Q3,Completed,Marketplace,2520.35,Germany,VIP
ORD002917,C00529,2023-11-30,2023-11,Q4,Completed,Marketplace,104.26,Germany,Regular
ORD002918,C01439,2023-10-30,2023-10,Q4,Completed,Website,781.45,Germany,New
ORD002919,C00184,2023-03-16,2023-03,Q1,Completed,Mobile App,92.6,Switzerland,VIP
ORD002920,C01422,2023-05-04,2023-05,Q2,Completed,Marketplace,315.78,Germany,Regular
ORD002921,C00903,2023-05-28,2023-05,Q2,Completed,Mobile App,33.25,Netherlands,Regular
ORD002922,C01412,2023-06-08,2023-06,Q2,Completed,Marketplace,50.93,Germany,VIP
ORD002923,C01025,2023-02-24,2023-02,Q1,Returned,Website,624.8,Switzerland,VIP
ORD002924,C01795,2023-05-23,2023-05,Q2,Completed,Marketplace,212.73,Austria,VIP
ORD002925,C00102,2023-03-17,2023-03,Q1,Completed,Mobile App,941.77,Belgium,Regular
ORD002926,C00247,2023-06-20,2023-06,Q2,Completed,Mobile App,251.49,Germany,Regular
ORD002927,C00465,2023-05-28,2023-05,Q2,Completed,Mobile App,38.94,Austria,VIP
ORD002928,C00630,2023-09-12,2023-09,Q3,Completed,Marketplace,465.15,Switzerland,VIP
ORD002929,C01954,2023-04-19,2023-04,Q2,Completed,Phone,390.43,Netherlands,Regular
ORD002930,C00866,2023-12-25,2023-12,Q4,Completed,Phone,224.25,Switzerland,New
ORD002931,C00641,2023-06-30,2023-06,Q2,Cancelled,Mobile App,1550.05,Belgium,VIP
ORD002932,C01222,2023-12-20,2023-12,Q4,Completed,Phone,731.93,Austria,Regular
ORD002933,C00606,2023-04-26,2023-04,Q2,Completed,Phone,98.82,France,New
ORD002934,C01013,2023-06-03,2023-06,Q2,Completed,Mobile App,1394.5,Belgium,Regular
ORD002935,C00754,2023-09-15,2023-09,Q3,Completed,Website,1435.0,Germany,Regular
ORD002936,C00491,2023-05-24,2023-05,Q2,Completed,Marketplace,365.65,Germany,New
ORD002937,C00585,2023-04-05,2023-04,Q2,Completed,Mobile App,1387.91,Switzerland,VIP
ORD002938,C00311,2023-05-19,2023-05,Q2,Completed,Mobile App,1725.26,Belgium,VIP
ORD002939,C00134,2023-02-22,2023-02,Q1,Returned,Mobile App,125.38,Belgium,VIP
ORD002940,C01601,2023-07-16,2023-07,Q3,Completed,Website,231.12,Austria,Regular
ORD002941,C00538,2023-03-18,2023-03,Q1,Completed,Marketplace,260.2,Switzerland,VIP
ORD002942,C00044,2023-08-27,2023-08,Q3,Cancelled,Website,2671.79,Germany,Regular
ORD002943,C00142,2023-03-13,2023-03,Q1,Completed,Phone,1002.19,Belgium,Regular
ORD002944,C01660,2023-08-20,2023-08,Q3,Completed,Mobile App,19.22,Germany,Regular
ORD002945,C01001,2023-07-11,2023-07,Q3,Completed,Marketplace,55.22,Austria,New
ORD002946,C00121,2023-07-01,2023-07,Q3,Completed,Phone,790.13,Germany,Regular
ORD002947,C01959,2023-10-29,2023-10,Q4,Completed,Mobile App,146.73,Germany,VIP
ORD002948,C00688,2023-02-27,2023-02,Q1,Completed,Marketplace,357.45,Germany,VIP
ORD002949,C00512,2023-12-03,2023-12,Q4,Completed,Phone,1677.08,Germany,Regular
ORD002950,C00012,2023-10-07,2023-10,Q4,Completed,Marketplace,43.58,Germany,Churned
ORD002951,C01978,2023-09-27,2023-09,Q3,Completed,Phone,1350.32,Germany,VIP
ORD002952,C00381,2023-05-07,2023-05,Q2,Completed,Website,1282.5,France,VIP
ORD002953,C00642,2023-06-30,2023-06,Q2,Completed,Marketplace,58.89,Switzerland,New
ORD002954,C01143,2023-06-11,2023-06,Q2,Returned,Phone,573.62,France,New
ORD002955,C00537,2023-10-08,2023-10,Q4,Completed,Mobile App,1632.0,Germany,VIP
ORD002956,C00635,2023-11-21,2023-11,Q4,Completed,Phone,262.67,Germany,Regular
ORD002957,C01332,2023-01-17,2023-01,Q1,Completed,Website,862.63,Germany,VIP
ORD002958,C01694,2023-04-25,2023-04,Q2,Completed,Website,1120.62,Germany,Regular
ORD002959,C00829,2023-11-01,2023-11,Q4,Completed,Website,826.93,Germany,VIP
ORD002960,C00179,2023-12-19,2023-12,Q4,Completed,Mobile App,788.27,Austria,New
ORD002961,C01485,2023-11-19,2023-11,Q4,Completed,Marketplace,103.15,France,New
ORD002962,C00608,2023-04-28,2023-04,Q2,Completed,Phone,326.19,France,VIP
ORD002963,C00683,2023-11-20,2023-11,Q4,Completed,Phone,75.51,Netherlands,Regular
ORD002964,C00929,2023-07-11,2023-07,Q3,Returned,Mobile App,273.9,Austria,Regular
ORD002965,C00104,2023-09-16,2023-09,Q3,Returned,Mobile App,769.37,Germany,New
ORD002966,C00095,2023-07-04,2023-07,Q3,Completed,Phone,1157.21,Netherlands,Regular
ORD002967,C00886,2023-03-24,2023-03,Q1,Completed,Website,1688.65,Switzerland,Regular
ORD002968,C00860,2023-12-24,2023-12,Q4,Completed,Website,141.09,France,Regular
ORD002969,C01928,2023-01-22,2023-01,Q1,Completed,Marketplace,57.78,Switzerland,VIP
ORD002970,C00153,2023-11-24,2023-11,Q4,Completed,Mobile App,62.69,Germany,VIP
ORD002971,C01387,2023-06-18,2023-06,Q2,Completed,Website,166.02,Netherlands,New
ORD002972,C01595,2023-08-08,2023-08,Q3,Completed,Mobile App,862.63,Belgium,Regular
ORD002973,C00327,2023-05-03,2023-05,Q2,Cancelled,Website,504.79,Belgium,VIP
ORD002974,C00708,2023-11-15,2023-11,Q4,Returned,Phone,81.18,Germany,VIP
ORD002975,C00668,2023-08-04,2023-08,Q3,Completed,Website,67.59,Germany,VIP
ORD002976,C00052,2023-08-18,2023-08,Q3,Returned,Phone,31.15,Switzerland,Regular
ORD002977,C00510,2023-06-04,2023-06,Q2,Completed,Phone,34.55,Netherlands,VIP
ORD002978,C00885,2023-09-25,2023-09,Q3,Returned,Marketplace,2947.23,Germany,VIP
ORD002979,C00944,2023-07-21,2023-07,Q3,Completed,Marketplace,649.0,Germany,VIP
ORD002980,C00661,2023-04-11,2023-04,Q2,Completed,Website,200.78,France,VIP
ORD002981,C01800,2023-03-08,2023-03,Q1,Cancelled,Phone,642.91,Germany,Regular
ORD002982,C01256,2023-12-21,2023-12,Q4,Completed,Phone,258.16,Belgium,Regular
ORD002983,C01146,2023-07-03,2023-07,Q3,Completed,Marketplace,20.66,France,Regular
ORD002984,C01329,2023-09-02,2023-09,Q3,Completed,Website,1328.46,France,VIP
ORD002985,C00095,2023-02-06,2023-02,Q1,Completed,Mobile App,366.06,Netherlands,Regular
ORD002986,C01481,2023-12-06,2023-12,Q4,Completed,Mobile App,295.05,Germany,VIP
ORD002987,C01051,2023-02-01,2023-02,Q1,Completed,Mobile App,101.99,Switzerland,New
ORD002988,C01833,2023-07-29,2023-07,Q3,Completed,Phone,1292.56,Switzerland,VIP
ORD002989,C01329,2023-08-31,2023-08,Q3,Completed,Mobile App,98.84,France,VIP
ORD002990,C01516,2023-05-14,2023-05,Q2,Completed,Phone,887.83,Germany,Regular
ORD002991,C00062,2023-03-06,2023-03,Q1,Completed,Phone,301.69,Switzerland,VIP
ORD002992,C00320,2023-12-08,2023-12,Q4,Completed,Phone,50.15,Germany,Regular
ORD002993,C00691,2023-08-26,2023-08,Q3,Completed,Phone,249.88,Germany,VIP
ORD002994,C00574,2023-07-19,2023-07,Q3,Completed,Phone,12.17,Switzerland,VIP
ORD002995,C01361,2023-06-03,2023-06,Q2,Completed,Mobile App,246.03,Germany,Regular
ORD002996,C00603,2023-11-09,2023-11,Q4,Completed,Website,523.88,Austria,VIP
ORD002997,C00691,2023-06-07,2023-06,Q2,Completed,Website,129.16,Germany,VIP
ORD002998,C00944,2023-05-01,2023-05,Q2,Completed,Marketplace,797.78,Germany,VIP
ORD002999,C00463,2023-05-25,2023-05,Q2,Completed,Website,1136.44,Switzerland,VIP
ORD003000,C00427,2023-06-01,2023-06,Q2,Completed,Website,1426.38,Belgium,Regular
ORD003001,C01657,2023-06-27,2023-06,Q2,Completed,Website,730.9,Netherlands,New
ORD003002,C00024,2023-09-19,2023-09,Q3,Completed,Marketplace,37.48,Germany,New
ORD003003,C00468,2023-12-09,2023-12,Q4,Completed,Marketplace,328.78,Switzerland,Regular
ORD003004,C01072,2023-04-09,2023-04,Q2,Returned,Marketplace,39.62,France,Regular
ORD003005,C00316,2023-05-26,2023-05,Q2,Completed,Marketplace,446.03,Belgium,Regular
ORD003006,C00970,2023-06-06,2023-06,Q2,Completed,Website,177.37,Germany,Regular
ORD003007,C00905,2023-05-14,2023-05,Q2,Completed,Marketplace,139.05,France,Regular
ORD003008,C01825,2023-05-25,2023-05,Q2,Completed,Marketplace,486.59,Austria,New
ORD003009,C00888,2023-02-12,2023-02,Q1,Completed,Marketplace,1351.16,Austria,Regular
ORD003010,C01596,2023-03-30,2023-03,Q1,Completed,Phone,716.01,Netherlands,VIP
ORD003011,C01801,2023-12-09,2023-12,Q4,Completed,Phone,68.83,Germany,Regular
ORD003012,C00477,2023-09-06,2023-09,Q3,Completed,Phone,329.56,Germany,New
ORD003013,C00575,2023-03-03,2023-03,Q1,Returned,Marketplace,129.84,Austria,New
ORD003014,C00859,2023-06-22,2023-06,Q2,Completed,Marketplace,401.07,Germany,Regular
ORD003015,C01155,2023-09-28,2023-09,Q3,Completed,Mobile App,836.81,Germany,Regular
ORD003016,C00557,2023-11-13,2023-11,Q4,Completed,Mobile App,800.31,Belgium,Regular
ORD003017,C01618,2023-06-15,2023-06,Q2,Returned,Mobile App,236.37,Germany,VIP
ORD003018,C01083,2023-06-13,2023-06,Q2,Completed,Mobile App,112.91,Germany,Regular
ORD003019,C01598,2023-12-15,2023-12,Q4,Cancelled,Marketplace,107.01,Germany,VIP
ORD003020,C00020,2023-04-18,2023-04,Q2,Completed,Marketplace,1026.81,Germany,Regular
ORD003021,C00374,2023-02-22,2023-02,Q1,Completed,Mobile App,156.17,Austria,Regular
ORD003022,C01180,2023-05-05,2023-05,Q2,Completed,Phone,225.66,Netherlands,New
ORD003023,C01334,2023-06-09,2023-06,Q2,Completed,Website,645.07,Germany,Regular
ORD003024,C00744,2023-04-21,2023-04,Q2,Returned,Phone,541.26,France,Regular
ORD003025,C01489,2023-12-26,2023-12,Q4,Completed,Phone,155.59,France,Regular
ORD003026,C00343,2023-08-16,2023-08,Q3,Completed,Website,245.54,France,New
ORD003027,C00260,2023-03-20,2023-03,Q1,Completed,Website,150.64,Austria,Regular
ORD003028,C01080,2023-08-16,2023-08,Q3,Completed,Website,537.63,Belgium,VIP
ORD003029,C00561,2023-12-14,2023-12,Q4,Completed,Mobile App,769.37,Belgium,Regular
ORD003030,C00691,2023-09-20,2023-09,Q3,Completed,Mobile App,460.56,Germany,VIP
ORD003031,C00856,2023-04-25,2023-04,Q2,Completed,Marketplace,1163.83,Switzerland,New
ORD003032,C00617,2023-05-27,2023-05,Q2,Returned,Phone,1861.48,Switzerland,New
ORD003033,C01166,2023-09-27,2023-09,Q3,Completed,Marketplace,346.9,Belgium,Regular
ORD003034,C00999,2023-12-30,2023-12,Q4,Completed,Marketplace,140.71,Germany,VIP
ORD003035,C00823,2023-07-05,2023-07,Q3,Returned,Website,425.82,Belgium,New
ORD003036,C01787,2023-06-25,2023-06,Q2,Completed,Marketplace,787.2,Germany,Regular
ORD003037,C01892,2023-07-27,2023-07,Q3,Completed,Marketplace,53.43,Switzerland,Regular
ORD003038,C00589,2023-09-01,2023-09,Q3,Completed,Mobile App,237.0,Germany,VIP
ORD003039,C00881,2023-01-01,2023-01,Q1,Completed,Website,1136.28,France,New
ORD003040,C00327,2023-09-22,2023-09,Q3,Completed,Phone,85.84,Belgium,VIP
ORD003041,C01186,2023-12-06,2023-12,Q4,Completed,Marketplace,473.96,France,Regular
ORD003042,C01781,2023-12-01,2023-12,Q4,Completed,Marketplace,79.7,Belgium,Churned
ORD003043,C01376,2023-12-05,2023-12,Q4,Completed,Mobile App,58.28,Netherlands,Regular
ORD003044,C00919,2023-06-17,2023-06,Q2,Completed,Website,662.97,France,VIP
ORD003045,C00863,2023-06-15,2023-06,Q2,Completed,Marketplace,465.12,Germany,Regular
ORD003046,C00431,2023-02-04,2023-02,Q1,Completed,Phone,154.39,Germany,Regular
ORD003047,C01832,2023-04-08,2023-04,Q2,Returned,Website,388.32,Germany,VIP
ORD003048,C01703,2023-10-01,2023-10,Q4,Completed,Phone,51.58,Switzerland,Regular
ORD003049,C01328,2023-06-10,2023-06,Q2,Completed,Marketplace,170.63,France,Regular
ORD003050,C01405,2023-06-23,2023-06,Q2,Completed,Website,206.13,France,Regular
ORD003051,C00807,2023-05-14,2023-05,Q2,Completed,Phone,167.29,Austria,VIP
ORD003052,C00634,2023-12-07,2023-12,Q4,Completed,Marketplace,175.11,Germany,Regular
ORD003053,C00842,2023-11-25,2023-11,Q4,Completed,Marketplace,562.88,Germany,Regular
ORD003054,C00481,2023-11-03,2023-11,Q4,Completed,Website,300.63,Germany,VIP
ORD003055,C01187,2023-08-23,2023-08,Q3,Cancelled,Marketplace,1410.48,Germany,VIP
ORD003056,C01899,2023-04-02,2023-04,Q2,Completed,Website,330.74,Germany,New
ORD003057,C01323,2023-06-13,2023-06,Q2,Completed,Marketplace,485.23,Switzerland,New
ORD003058,C00444,2023-01-21,2023-01,Q1,Cancelled,Mobile App,74.96,Germany,VIP
ORD003059,C00503,2023-10-21,2023-10,Q4,Completed,Marketplace,753.99,Austria,Churned
ORD003060,C01460,2023-10-09,2023-10,Q4,Completed,Mobile App,816.98,Germany,New
ORD003061,C01086,2023-12-15,2023-12,Q4,Completed,Phone,653.85,France,Regular
ORD003062,C01694,2023-11-04,2023-11,Q4,Completed,Mobile App,1104.1,Germany,Regular
ORD003063,C00782,2023-02-10,2023-02,Q1,Completed,Mobile App,85.69,Belgium,Regular
ORD003064,C00538,2023-01-29,2023-01,Q1,Completed,Marketplace,126.2,Switzerland,VIP
ORD003065,C01312,2023-11-19,2023-11,Q4,Completed,Mobile App,116.7,Germany,Regular
ORD003066,C01587,2023-12-26,2023-12,Q4,Completed,Mobile App,2211.06,Germany,Regular
ORD003067,C01356,2023-04-02,2023-04,Q2,Completed,Marketplace,290.02,Austria,Regular
ORD003068,C01734,2023-08-15,2023-08,Q3,Completed,Phone,27.0,France,VIP
ORD003069,C00511,2023-10-09,2023-10,Q4,Completed,Phone,909.79,Belgium,Regular
ORD003070,C01742,2023-12-12,2023-12,Q4,Completed,Phone,1845.32,Germany,Regular
ORD003071,C00219,2023-10-22,2023-10,Q4,Completed,Mobile App,198.86,Germany,Regular
ORD003072,C00390,2023-06-05,2023-06,Q2,Completed,Marketplace,148.28,France,VIP
ORD003073,C01102,2023-08-09,2023-08,Q3,Completed,Website,260.2,Netherlands,New
ORD003074,C00916,2023-08-05,2023-08,Q3,Completed,Marketplace,104.73,Germany,Regular
ORD003075,C00669,2023-10-10,2023-10,Q4,Completed,Phone,112.91,Germany,VIP
ORD003076,C01050,2023-02-04,2023-02,Q1,Completed,Phone,66.08,Germany,Regular
ORD003077,C01187,2023-02-24,2023-02,Q1,Completed,Marketplace,58.39,Germany,VIP
ORD003078,C01546,2023-03-12,2023-03,Q1,Completed,Phone,100.52,Germany,VIP
ORD003079,C01545,2023-09-01,2023-09,Q3,Completed,Phone,231.9,Switzerland,VIP
ORD003080,C00830,2023-03-18,2023-03,Q1,Completed,Website,236.48,Germany,VIP
ORD003081,C00774,2023-07-23,2023-07,Q3,Completed,Marketplace,170.41,Germany,VIP
ORD003082,C00114,2023-04-15,2023-04,Q2,Returned,Marketplace,38.91,Switzerland,New
ORD003083,C00203,2023-05-30,2023-05,Q2,Completed,Mobile App,112.86,Switzerland,Regular
ORD003084,C01963,2023-04-30,2023-04,Q2,Completed,Marketplace,51.58,Germany,VIP
ORD003085,C00911,2023-01-28,2023-01,Q1,Completed,Mobile App,165.66,Belgium,Regular
ORD003086,C00249,2023-03-24,2023-03,Q1,Completed,Marketplace,314.69,France,Regular
ORD003087,C01135,2023-12-12,2023-12,Q4,Completed,Phone,27.83,Austria,VIP
ORD003088,C01753,2023-11-29,2023-11,Q4,Completed,Mobile App,170.41,Germany,New
ORD003089,C00553,2023-01-08,2023-01,Q1,Returned,Phone,269.81,Germany,New
ORD003090,C01241,2023-05-15,2023-05,Q2,Completed,Website,169.03,Austria,New
ORD003091,C00055,2023-05-11,2023-05,Q2,Returned,Phone,96.33,Netherlands,Regular
ORD003092,C00447,2023-04-27,2023-04,Q2,Completed,Marketplace,1781.94,Germany,New
ORD003093,C00968,2023-10-09,2023-10,Q4,Completed,Marketplace,27.71,Austria,Regular
ORD003094,C00828,2023-12-24,2023-12,Q4,Completed,Marketplace,1146.86,Switzerland,VIP
ORD003095,C00047,2023-07-23,2023-07,Q3,Completed,Phone,1877.68,France,VIP
ORD003096,C01593,2023-03-20,2023-03,Q1,Completed,Phone,493.17,Germany,Regular
ORD003097,C01513,2023-04-04,2023-04,Q2,Completed,Mobile App,354.93,Germany,VIP
ORD003098,C01471,2023-11-25,2023-11,Q4,Completed,Marketplace,1878.35,France,New
ORD003099,C00434,2023-11-02,2023-11,Q4,Completed,Marketplace,112.91,France,VIP
ORD003100,C00281,2023-04-21,2023-04,Q2,Completed,Marketplace,2135.59,Germany,Regular
ORD003101,C00931,2023-11-23,2023-11,Q4,Completed,Phone,589.06,Germany,VIP
ORD003102,C00687,2023-01-14,2023-01,Q1,Completed,Marketplace,248.37,France,Regular
ORD003103,C01035,2023-02-10,2023-02,Q1,Completed,Mobile App,710.7,Germany,VIP
ORD003104,C00349,2023-11-04,2023-11,Q4,Completed,Phone,391.66,Netherlands,Regular
ORD003105,C00270,2023-02-08,2023-02,Q1,Completed,Marketplace,2014.1,Switzerland,VIP
ORD003106,C01388,2023-08-04,2023-08,Q3,Completed,Marketplace,208.72,Netherlands,Regular
ORD003107,C00231,2023-09-19,2023-09,Q3,Completed,Website,1342.38,Netherlands,VIP
ORD003108,C00381,2023-09-17,2023-09,Q3,Completed,Mobile App,169.03,France,VIP
ORD003109,C00923,2023-12-18,2023-12,Q4,Completed,Marketplace,556.54,Austria,Regular
ORD003110,C01903,2023-04-04,2023-04,Q2,Cancelled,Phone,433.61,Germany,New
ORD003111,C00537,2023-05-06,2023-05,Q2,Completed,Website,794.67,Germany,VIP
ORD003112,C01596,2023-02-14,2023-02,Q1,Completed,Phone,191.18,Netherlands,VIP
ORD003113,C00258,2023-11-20,2023-11,Q4,Completed,Mobile App,111.57,Switzerland,Regular
ORD003114,C01025,2023-01-06,2023-01,Q1,Completed,Website,125.38,Switzerland,VIP
ORD003115,C00869,2023-05-03,2023-05,Q2,Completed,Mobile App,1594.43,Netherlands,Regular
ORD003116,C01801,2023-03-09,2023-03,Q1,Completed,Mobile App,56.99,Germany,Regular
ORD003117,C00791,2023-07-15,2023-07,Q3,Cancelled,Website,37.85,Austria,VIP
ORD003118,C01405,2023-12-16,2023-12,Q4,Completed,Mobile App,3452.17,France,Regular
ORD003119,C00784,2023-06-16,2023-06,Q2,Completed,Phone,104.26,France,New
ORD003120,C01999,2023-10-04,2023-10,Q4,Completed,Marketplace,170.84,Switzerland,VIP
ORD003121,C00108,2023-11-02,2023-11,Q4,Completed,Marketplace,840.32,Germany,Regular
ORD003122,C00682,2023-01-21,2023-01,Q1,Returned,Marketplace,1956.63,Germany,VIP
ORD003123,C00523,2023-04-07,2023-04,Q2,Completed,Phone,403.01,Switzerland,VIP
ORD003124,C00670,2023-04-01,2023-04,Q2,Completed,Mobile App,86.28,Belgium,Regular
ORD003125,C00329,2023-12-10,2023-12,Q4,Completed,Marketplace,52.84,Switzerland,Regular
ORD003126,C01536,2023-10-30,2023-10,Q4,Completed,Website,85.85,Germany,VIP
ORD003127,C01713,2023-06-02,2023-06,Q2,Completed,Marketplace,38.74,Germany,Regular
ORD003128,C01771,2023-06-10,2023-06,Q2,Completed,Phone,959.1,Germany,VIP
ORD003129,C00928,2023-12-17,2023-12,Q4,Completed,Marketplace,33.75,Germany,Regular
ORD003130,C01647,2023-12-04,2023-12,Q4,Completed,Marketplace,278.05,Netherlands,Regular
ORD003131,C00789,2023-07-03,2023-07,Q3,Completed,Phone,84.99,Germany,Regular
ORD003132,C01210,2023-03-29,2023-03,Q1,Completed,Website,440.72,Switzerland,VIP
ORD003133,C00504,2023-12-30,2023-12,Q4,Completed,Website,238.08,Germany,New
ORD003134,C01041,2023-11-26,2023-11,Q4,Completed,Phone,149.03,Germany,VIP
